,平均気温(℃),降水量の合計(mm),日照時間(時間),1日前平均気温(℃),2日前平均気温(℃),天気概況(夜：18時～翌日06時),天気概況(昼：06時～18時)
2013/2/23,6.2,0,9.3,3.6,3,晴一時曇,晴
2013/2/24,3.6,0,10.6,3,5.5,快晴,快晴
2013/2/25,3,0,10.7,5.5,5.5,快晴,快晴
2013/2/26,5.5,0,10.2,5.5,9.9,曇後雨,快晴
2013/2/27,5.5,2,0.3,9.9,13.6,晴後曇,雨後曇一時晴
2013/2/28,9.9,0,9.2,13.6,8.7,晴後曇,曇後晴
2013/3/1,13.6,16.5,1.3,8.7,6.8,曇一時雨,曇
2013/3/2,8.7,0,9.5,6.8,6.4,快晴,晴
2013/3/3,6.8,0,4.3,6.4,8.4,曇,曇一時晴
2013/3/4,6.4,0.5,2,8.4,11,雨時々曇後晴,曇後時々晴
2013/3/5,8.4,0,10.8,11,13.5,晴一時曇,快晴
2013/3/6,11,0,10.2,13.5,17.7,快晴,快晴
2013/3/7,13.5,0,6.5,17.7,16.7,薄曇後晴,曇時々晴
2013/3/8,17.7,0,8.3,16.7,13.6,晴,晴後薄曇
2013/3/9,16.7,0,10.6,13.6,7.9,晴後一時薄曇,快晴
2013/3/10,13.6,0,5.4,7.9,10.7,快晴,曇一時晴
2013/3/11,7.9,0,11.3,10.7,17.2,晴一時曇,快晴
2013/3/12,10.7,0,11,17.2,8.3,晴,快晴
2013/3/13,17.2,4.5,9.1,8.3,9.2,雨,薄曇後一時晴
2013/3/14,8.3,7.5,2.3,9.2,12.5,曇一時晴,曇一時雨後晴、あられを伴う
2013/3/15,9.2,0,10.3,12.5,12.9,晴,晴
2013/3/16,12.5,0,10.5,12.9,18.3,快晴,晴
2013/3/17,12.9,0,10.1,18.3,19.7,薄曇,晴後一時薄曇
2013/3/18,18.3,0.5,3.1,19.7,17.4,曇時々雨,曇一時晴
2013/3/19,19.7,1.5,10.5,17.4,11.7,曇,晴
2013/3/20,17.4,1.5,4.7,11.7,13.2,晴一時雨,曇一時晴
2013/3/21,11.7,0,11.3,13.2,13.7,晴後曇一時雨,快晴
2013/3/22,13.2,0,7.8,13.7,11,曇一時雨後晴,晴時々曇
2013/3/23,13.7,0,6.2,11,9.8,曇一時雨,薄曇時々晴
2013/3/24,11,0,0.8,9.8,9.4,曇後一時雨,曇
2013/3/25,9.8,5,0,9.4,8.3,雨後曇,雨後時々曇
2013/3/26,9.4,0,5.4,8.3,15,曇後一時雨,曇時々晴
2013/3/27,8.3,5,0,15,16,曇,雨後曇
2013/3/28,15,0,5.9,16,9,曇一時晴,曇
2013/3/29,16,0,0.9,9,7.4,曇,曇
2013/3/30,9,0,0,7.4,11.2,曇後雨,曇
2013/3/31,7.4,2,0,11.2,10.6,霧雨後曇時々晴,雨後曇
2013/4/1,11.2,0,7.9,10.6,13.7,曇後雨,曇一時晴
2013/4/2,10.6,53.5,0,13.7,17.2,大雨,雨
2013/4/3,13.7,60,0.3,17.2,18.1,快晴,大雨後曇
2013/4/4,17.2,0,9,18.1,17.4,薄曇後一時晴,晴後時々曇
2013/4/5,18.1,0,8.9,17.4,17.7,薄曇時々晴,晴一時曇
2013/4/6,17.4,99.5,0.4,17.7,14.7,大雨後曇、雷を伴う,曇時々雨
2013/4/7,17.7,9.5,9.2,14.7,16.9,快晴,晴
2013/4/8,14.7,0,11.7,16.9,13.6,晴後一時薄曇,快晴
2013/4/9,16.9,0,8.9,13.6,9.7,晴,晴時々薄曇
2013/4/10,13.6,0,2.9,9.7,11.4,曇時々雨一時晴,曇
2013/4/11,9.7,0.5,5.9,11.4,12.3,晴,晴後一時雨
2013/4/12,11.4,0,9.2,12.3,16.6,晴一時曇,晴
2013/4/13,12.3,0,11.7,16.6,17.2,晴後一時薄曇,快晴
2013/4/14,16.6,0,6.7,17.2,16.4,曇時々晴,薄曇
2013/4/15,17.2,0,11,16.4,20.9,快晴,晴
2013/4/16,16.4,0,10.1,20.9,19.9,薄曇,晴時々薄曇
2013/4/17,20.9,0,0.3,19.9,14.5,晴,曇
2013/4/18,19.9,0,10,14.5,9.2,晴後時々曇,晴
2013/4/19,14.5,0,0.4,9.2,7.4,曇,曇
2013/4/20,9.2,7.5,0,7.4,11.8,雨,曇後雨
2013/4/21,7.4,23.5,0,11.8,14.3,曇後晴,雨後曇
2013/4/22,11.8,0,10.8,14.3,16.8,曇後晴,晴後一時曇
2013/4/23,14.3,0,9,16.8,18,曇,薄曇一時晴
2013/4/24,16.8,25.5,0,18,17.5,雨後曇,雨
2013/4/25,18,3.5,7.4,17.5,15.8,薄曇,曇
2013/4/26,17.5,0,9.8,15.8,16.8,晴時々曇,晴時々曇
2013/4/27,15.8,0,10.8,16.8,17.9,快晴,晴
2013/4/28,16.8,0,12.6,17.9,19.6,晴後一時薄曇,快晴
2013/4/29,17.9,0,10.3,19.6,14.5,薄曇,薄曇一時晴
2013/4/30,19.6,0,0.8,14.5,14.6,曇後雨,曇一時雨
2013/5/1,14.5,5,2.4,14.6,14.8,雨時々曇,曇時々晴後一時雨
2013/5/2,14.6,4.5,4.4,14.8,16.2,曇時々晴,晴時々曇一時雨
2013/5/3,14.8,0,7.9,16.2,18.1,晴,晴
2013/5/4,16.2,0,10.4,18.1,20.1,晴,晴後一時曇
2013/5/5,18.1,0,11.9,20.1,15.5,晴一時薄曇,快晴
2013/5/6,20.1,0,10.9,15.5,17.3,快晴,晴後一時雨、雷を伴う
2013/5/7,15.5,0,12.9,17.3,19.5,快晴,晴
2013/5/8,17.3,0,12.6,19.5,22.4,快晴,快晴
2013/5/9,19.5,0,12.5,22.4,18.9,快晴,快晴
2013/5/10,22.4,0,7.8,18.9,19.9,雨後曇,薄曇
2013/5/11,18.9,20,0,19.9,19.2,雨一時霧雨,雨一時曇
2013/5/12,19.9,4,10.2,19.2,22.8,晴後曇,晴時々薄曇
2013/5/13,19.2,0,2.7,22.8,20.7,晴時々曇,曇一時晴
2013/5/14,22.8,0,11.4,20.7,20.5,晴後曇,晴後一時薄曇
2013/5/15,20.7,0,9.8,20.5,18,晴後薄曇,晴
2013/5/16,20.5,2,7.1,18,19.9,雨後晴,晴時々曇一時雨
2013/5/17,18,0,12.8,19.9,20.1,晴後一時曇,快晴
2013/5/18,19.9,0,7.7,20.1,19.1,薄曇,晴時々曇
2013/5/19,20.1,4.5,6.6,19.1,23.2,雨,薄曇
2013/5/20,19.1,12,0,23.2,22.3,雨後曇,霧雨一時雨
2013/5/21,23.2,0.5,3.9,22.3,22.5,曇後晴,曇一時晴
2013/5/22,22.3,0,10.9,22.5,22.2,晴時々曇,晴
2013/5/23,22.5,0,10.2,22.2,18.2,晴時々曇,晴一時曇
2013/5/24,22.2,0,13,18.2,21.7,晴後曇,快晴
2013/5/25,18.2,0,3.5,21.7,22.3,曇,曇一時晴
2013/5/26,21.7,0,5.1,22.3,22.2,晴時々薄曇,曇後晴
2013/5/27,22.3,0,6.7,22.2,22,曇,薄曇一時晴
2013/5/28,22.2,0,2,22,21.4,曇時々雨,曇
2013/5/29,22,0,0.4,21.4,22.6,曇後雨,曇時々雨
2013/5/30,21.4,2.5,0,22.6,20.3,曇時々雨,曇時々雨
2013/5/31,22.6,1,9.4,20.3,18.3,薄曇後晴,晴時々薄曇
2013/6/1,20.3,0,6.7,18.3,20,曇,曇一時晴
2013/6/2,18.3,0,7.3,20,23.2,薄曇,曇後晴
2013/6/3,20,0,8.6,23.2,22.8,快晴,薄曇後晴
2013/6/4,23.2,0,12.8,22.8,22.6,快晴,快晴
2013/6/5,22.8,0,11.4,22.6,22.2,薄曇,晴時々薄曇
2013/6/6,22.6,0,0.6,22.2,22.3,曇,薄曇
2013/6/7,22.2,0,2.7,22.3,23.6,曇時々雨,曇一時雨後晴
2013/6/8,22.3,0.5,6.6,23.6,23.6,晴,曇一時雨後晴
2013/6/9,23.6,0,9.5,23.6,21.4,曇,晴後薄曇
2013/6/10,23.6,0,0.9,21.4,21.1,曇,曇
2013/6/11,21.4,4.5,0,21.1,21.4,雨一時曇,雨一時曇
2013/6/12,21.1,7,0,21.4,23.5,雨,雨後曇
2013/6/13,21.4,41,0,23.5,26,雨一時曇,雨
2013/6/14,23.5,11.5,0.4,26,22.9,曇時々晴,曇一時雨
2013/6/15,26,0,5.4,22.9,24.6,曇後雨,曇
2013/6/16,22.9,26.5,1.6,24.6,26.9,曇後時々霧雨,雨後薄曇
2013/6/17,24.6,0,5.9,26.9,26.7,曇,曇時々晴
2013/6/18,26.9,0,4,26.7,22.3,曇後一時雨,薄曇後一時雨
2013/6/19,26.7,1,0,22.3,21.8,雨一時曇,曇
2013/6/20,22.3,9,0,21.8,22.8,曇時々雨,雨時々曇
2013/6/21,21.8,13,0,22.8,23.4,雨後晴,曇後雨
2013/6/22,22.8,0,6.3,23.4,23.3,曇時々晴,薄曇一時晴
2013/6/23,23.4,1.5,6.1,23.3,24.1,雨時々曇,曇
2013/6/24,23.3,3.5,2.8,24.1,21.8,曇,曇一時雨
2013/6/25,24.1,0,0.3,21.8,23,薄曇,曇時々雨、雷を伴う
2013/6/26,21.8,37.5,0,23,22.4,雨後一時曇,雨一時曇
2013/6/27,23,2.5,9.4,22.4,24,曇時々晴,曇後晴
2013/6/28,22.4,0,3.7,24,24.2,曇,曇
2013/6/29,24,0,5.6,24.2,23.8,曇一時晴,曇後晴
2013/6/30,24.2,0,5.3,23.8,24.3,薄曇,曇
2013/7/1,23.8,0,0.4,24.3,24.1,晴時々曇,曇
2013/7/2,24.3,0,8.5,24.1,25.2,曇,晴時々薄曇
2013/7/3,24.1,0,1.5,25.2,26.8,曇時々雨,曇後一時雨
2013/7/4,25.2,0.5,0,26.8,29.2,曇後雨,曇
2013/7/5,26.8,2,0,29.2,29.5,曇,雨後曇
2013/7/6,29.2,0,8.8,29.5,29.4,薄曇一時晴,薄曇時々晴
2013/7/7,29.5,7.5,11.1,29.4,30.1,晴,晴後一時雨、雷を伴う
2013/7/8,29.4,4.5,9.8,30.1,30.2,晴一時雨、雷を伴う,晴後一時雨、雷を伴う
2013/7/9,30.1,0,12.8,30.2,30.3,晴,晴
2013/7/10,30.2,0,10.8,30.3,30.9,薄曇一時晴,晴後薄曇
2013/7/11,30.3,0,10.9,30.9,30.7,薄曇時々晴,薄曇後晴
2013/7/12,30.9,0,10.9,30.7,29.3,薄曇時々晴,薄曇
2013/7/13,30.7,0,1.4,29.3,28.5,曇,曇
2013/7/14,29.3,36.5,4.9,28.5,25.3,曇,薄曇後一時大雨、雷を伴う
2013/7/15,28.5,0,6.5,25.3,24.6,薄曇,曇一時晴
2013/7/16,25.3,0,4.8,24.6,27.7,曇後一時雨,曇後一時晴
2013/7/17,24.6,10.5,1.3,27.7,25.4,雨時々曇,曇後一時雨
2013/7/18,27.7,1,4.9,25.4,23.9,曇時々雨後晴、雷を伴う,曇後晴
2013/7/19,25.4,0,8.7,23.9,24.8,曇,晴後薄曇
2013/7/20,23.9,0,3.2,24.8,26.5,曇一時晴,曇後一時晴
2013/7/21,24.8,0,8.7,26.5,28,曇,曇後一時晴
2013/7/22,26.5,0,6.1,28,25.4,曇一時雨,曇
2013/7/23,28,24.5,5.9,25.4,26.7,曇一時雨、雷を伴う,晴後曇一時雨、雷を伴う
2013/7/24,25.4,1.5,0,26.7,28.4,曇一時雨,曇後雨
2013/7/25,26.7,0,0,28.4,27.6,曇,曇
2013/7/26,28.4,0,5.1,27.6,27.3,曇後一時晴,曇
2013/7/27,27.6,19.5,5.2,27.3,26.3,雨時々曇後晴、雷を伴う,晴
2013/7/28,27.3,0.5,8.1,26.3,27.8,曇一時晴,薄曇一時晴
2013/7/29,26.3,7,0,27.8,27.4,曇,雨後一時曇
2013/7/30,27.8,0,2.3,27.4,27.5,曇,曇
2013/7/31,27.4,0,0.8,27.5,25.6,曇後一時雨,曇
2013/8/1,27.5,0.5,3.2,25.6,26.7,曇,曇時々雨後一時晴
2013/8/2,25.6,0,4,26.7,27.8,曇,曇
2013/8/3,26.7,0,6.6,27.8,29.1,晴後曇,曇時々晴
2013/8/4,27.8,0,2.3,29.1,28.7,曇時々晴,曇
2013/8/5,29.1,0,7.9,28.7,30,晴後曇,晴一時曇
2013/8/6,28.7,10.5,1.7,30,30.3,晴時々曇,曇時々雨、雷を伴う
2013/8/7,30,0,10.1,30.3,31,晴後一時曇,晴
2013/8/8,30.3,0,7.7,31,33.2,薄曇,晴後薄曇
2013/8/9,31,0,9.4,33.2,32.9,晴,晴
2013/8/10,33.2,0,10,32.9,31.3,晴一時曇,晴後薄曇
2013/8/11,32.9,0,8,31.3,30,曇後晴,晴後一時雨、雷を伴う
2013/8/12,31.3,3.5,7.8,30,30.2,曇時々雨、雷を伴う,晴時々曇、雷を伴う
2013/8/13,30,6.5,7.9,30.2,30,薄曇,晴時々曇
2013/8/14,30.2,0,8.5,30,29.7,快晴,晴一時曇
2013/8/15,30,0,10.3,29.7,29.6,薄曇後晴,晴
2013/8/16,29.7,0,8.9,29.6,29.6,薄曇一時晴,晴後一時曇
2013/8/17,29.6,0,10.1,29.6,30.3,薄曇後晴,薄曇
2013/8/18,29.6,0,10.8,30.3,30.5,晴,晴
2013/8/19,30.3,0,11.2,30.5,29.1,快晴,晴一時曇
2013/8/20,30.5,0,7.7,29.1,28.5,曇,薄曇時々晴
2013/8/21,29.1,26.5,2,28.5,28.2,曇一時雨、雷を伴う,曇後一時雨、雷を伴う
2013/8/22,28.5,0,2.8,28.2,29,曇一時晴,曇後晴
2013/8/23,28.2,7.5,0,29,25.5,曇時々雨,曇後一時雨、雷を伴う
2013/8/24,29,0.5,1.6,25.5,26.7,曇,曇一時雨
2013/8/25,25.5,3.5,0,26.7,25.4,晴一時曇,雨後曇
2013/8/26,26.7,4.5,3.9,25.4,27.8,大雨時々曇,曇
2013/8/27,25.4,35.5,9.6,27.8,28.3,晴一時曇,晴
2013/8/28,27.8,0,11.1,28.3,31.4,晴時々曇,晴
2013/8/29,28.3,0,7.4,31.4,30.8,薄曇時々晴,晴時々曇
2013/8/30,31.4,0,10.2,30.8,30.4,曇後晴,薄曇
2013/8/31,30.8,0,7.9,30.4,29,晴,晴
2013/9/1,30.4,0,10.6,29,29.6,曇時々晴,晴後一時曇
2013/9/2,29,0,5.5,29.6,27.9,晴後一時曇,晴時々曇
2013/9/3,29.6,0,8.2,27.9,27.5,晴後雨,晴一時曇
2013/9/4,27.9,14,3.1,27.5,26,曇時々雨、雷を伴う,曇時々雨後一時晴、雷を伴う
2013/9/5,27.5,24,2.6,26,25.9,晴後曇,曇時々雨、雷を伴う
2013/9/6,26,0,0.4,25.9,25.2,曇一時晴,曇後一時晴
2013/9/7,25.9,0,1,25.2,24.6,曇,曇
2013/9/8,25.2,46,0.1,24.6,24.8,雨後曇、雷を伴う,曇時々雨、雷を伴う
2013/9/9,24.6,0,5.7,24.8,24.7,晴一時曇,曇後晴
2013/9/10,24.8,1.5,3.5,24.7,27.6,曇時々雨,晴後曇
2013/9/11,24.7,3.5,0.3,27.6,28.2,曇時々晴,曇一時雨
2013/9/12,27.6,0,11.7,28.2,28.6,晴後一時曇,快晴
2013/9/13,28.2,0,8.3,28.6,26.7,晴後曇,晴
2013/9/14,28.6,0,4.7,26.7,26.5,曇後雨,曇一時晴
2013/9/15,26.7,78,2.1,26.5,23.5,曇後一時雨,大雨後薄曇、雷を伴う
2013/9/16,26.5,16.5,0.1,23.5,23.7,快晴,雨後曇
2013/9/17,23.5,0,11.2,23.7,23.9,晴,晴
2013/9/18,23.7,0,11.4,23.9,24.9,快晴,快晴
2013/9/19,23.9,0,10.6,24.9,25.6,快晴,快晴
2013/9/20,24.9,0,10.8,25.6,25.3,晴,快晴
2013/9/21,25.6,0,10.8,25.3,22,晴後曇,晴一時薄曇
2013/9/22,25.3,0,6,22,22.7,曇,晴後薄曇
2013/9/23,22,0,2.8,22.7,23.3,雨時々曇,曇一時晴
2013/9/24,22.7,4,1.7,23.3,22.1,曇後大雨,曇一時雨
2013/9/25,23.3,38,0,22.1,19.8,曇,雨一時曇
2013/9/26,22.1,6,1.1,19.8,20.3,晴一時曇,曇一時雨
2013/9/27,19.8,0,10.5,20.3,22.2,快晴,快晴
2013/9/28,20.3,0,7.3,22.2,22.2,曇一時晴,晴後曇
2013/9/29,22.2,0,5.1,22.2,22.3,晴後一時曇,晴
2013/9/30,22.2,0,7,22.3,23.4,曇一時雨,晴後曇
2013/10/1,22.3,4,0,23.4,24.5,曇時々雨,曇時々雨
2013/10/2,23.4,35,1,24.5,18.3,曇時々晴,雨後曇一時晴
2013/10/3,24.5,0.5,7.8,18.3,17.8,雨一時曇,晴時々曇
2013/10/4,18.3,2.5,0,17.8,21.4,雨,曇時々雨
2013/10/5,17.8,30,0,21.4,23.6,雨後一時曇,雨
2013/10/6,21.4,0.5,0.7,23.6,25.4,曇後一時霧雨,曇
2013/10/7,23.6,0,2.6,25.4,26.1,晴一時曇,曇後晴
2013/10/8,25.4,0,7.5,26.1,25,薄曇,晴後薄曇
2013/10/9,26.1,0,5.3,25,25.7,晴,曇
2013/10/10,25,0.5,1.2,25.7,26.1,曇後時々雨,曇後一時晴
2013/10/11,25.7,0.5,7.4,26.1,21.6,晴,晴一時雨
2013/10/12,26.1,0,8.8,21.6,20.8,晴一時曇,晴
2013/10/13,21.6,0,10.1,20.8,18.2,快晴,快晴
2013/10/14,20.8,0,8.3,18.2,20.1,曇一時晴,晴後曇
2013/10/15,18.2,69.5,0,20.1,18,大雨,曇後雨
2013/10/16,20.1,176.5,2.8,18,17.2,曇,曇一時雨後晴
2013/10/17,18,0,5.8,17.2,16.2,曇,晴後曇
2013/10/18,17.2,0,4.6,16.2,15.2,曇後一時雨,曇時々晴
2013/10/19,16.2,2.5,0.5,15.2,18.4,雨時々曇,曇後一時雨
2013/10/20,15.2,61,0,18.4,18.6,雨後晴,大雨
2013/10/21,18.4,0,1.4,18.6,17.5,曇,曇一時晴
2013/10/22,18.6,0,0,17.5,16,曇,曇
2013/10/23,17.5,0,0.2,16,18,曇,曇
2013/10/24,16,2,0,18,15.4,曇一時雨,曇時々雨
2013/10/25,18,14,0,15.4,16.6,雨,曇時々雨
2013/10/26,15.4,36,0.3,16.6,16.1,曇後晴,雨後曇
2013/10/27,16.6,0,9.8,16.1,14.7,晴一時曇,快晴
2013/10/28,16.1,0,9.3,14.7,18,薄曇一時晴,晴
2013/10/29,14.7,5,0.1,18,17.8,曇時々雨,曇後雨
2013/10/30,18,0,7.1,17.8,17.2,晴一時曇,晴一時薄曇
2013/10/31,17.8,0,7.8,17.2,15.4,晴一時曇,晴後一時曇
2013/11/1,17.2,0,8.8,15.4,17.4,晴時々曇,晴
2013/11/2,15.4,0.5,0,17.4,16.6,曇,曇後雨
2013/11/3,17.4,0,2.4,16.6,16,曇時々雨,曇
2013/11/4,16.6,5,0.9,16,16,晴,曇時々雨
2013/11/5,16,0,9.6,16,15,快晴,快晴
2013/11/6,16,0,7.4,15,16.5,曇後一時雨,晴一時曇
2013/11/7,15,4.5,0.4,16.5,13.3,快晴,雨後曇一時晴
2013/11/8,16.5,0,8.9,13.3,16.6,晴一時曇,晴
2013/11/9,13.3,0,0.3,16.6,12.5,曇一時雨,曇
2013/11/10,16.6,0,1.2,12.5,9.6,曇一時晴,曇
2013/11/11,12.5,1.5,2.9,9.6,9.8,晴後曇,曇後晴一時雨
2013/11/12,9.6,0,1.5,9.8,10.8,晴,曇後晴
2013/11/13,9.8,0,7.7,10.8,11.3,晴一時曇,晴後一時曇
2013/11/14,10.8,0,6.9,11.3,12.9,曇,晴後曇
2013/11/15,11.3,0.5,0.3,12.9,14.1,薄曇後晴,曇時々雨
2013/11/16,12.9,0,9.4,14.1,14.4,晴,快晴
2013/11/17,14.1,0,9,14.4,12.7,晴一時曇,晴
2013/11/18,14.4,0,8.6,12.7,12.2,晴一時曇,晴
2013/11/19,12.7,0,8.9,12.2,12,快晴,晴
2013/11/20,12.2,0,9.5,12,12.4,快晴,快晴
2013/11/21,12,0,9.4,12.4,12.6,快晴,快晴
2013/11/22,12.4,0,9.2,12.6,12.6,晴,晴
2013/11/23,12.6,0,9.2,12.6,14.5,曇時々晴,快晴
2013/11/24,12.6,0,9.1,14.5,15.1,晴後曇,快晴
2013/11/25,14.5,14,0,15.1,12.9,雨一時曇後晴,曇後一時雨
2013/11/26,15.1,0,7.8,12.9,14,晴後一時曇,晴
2013/11/27,12.9,0,7,14,9.8,曇時々晴,曇後晴
2013/11/28,14,0,3.5,9.8,10.2,晴一時薄曇,晴時々曇
2013/11/29,9.8,0,9.1,10.2,10.4,快晴,快晴
2013/11/30,10.2,0,8.5,10.4,10.8,快晴,晴
2013/12/1,10.4,0,9,10.8,11.7,快晴,晴
2013/12/2,10.8,0,8.9,11.7,11.5,快晴,快晴
2013/12/3,11.7,0,8.9,11.5,11.6,晴時々曇,快晴
2013/12/4,11.5,0,7.2,11.6,12.5,晴一時曇,晴時々曇
2013/12/5,11.6,0,8.8,12.5,11.1,晴後一時薄曇,快晴
2013/12/6,12.5,0,7.3,11.1,8.8,晴,薄曇後晴
2013/12/7,11.1,0,6.8,8.8,8.2,晴後時々曇,晴
2013/12/8,8.8,0,2.7,8.2,9.5,晴時々曇,曇時々晴
2013/12/9,8.2,0,0.7,9.5,10.1,曇,曇
2013/12/10,9.5,9.5,0.4,10.1,9.9,快晴,曇一時雨、雷を伴う
2013/12/11,10.1,0,4,9.9,9.7,快晴,曇時々晴
2013/12/12,9.9,0,7.8,9.7,7.6,晴後一時薄曇,晴
2013/12/13,9.7,0,8.5,7.6,7.2,快晴,晴
2013/12/14,7.6,0,9,7.2,8.2,快晴,快晴
2013/12/15,7.2,0,9,8.2,9.2,晴,快晴
2013/12/16,8.2,0,8.2,9.2,6.6,薄曇,晴後薄曇
2013/12/17,9.2,0,4.4,6.6,6.3,薄曇,薄曇
2013/12/18,6.6,9,0,6.3,6.1,雨,曇後雨
2013/12/19,6.3,26.5,0,6.1,6.8,雨,雨
2013/12/20,6.1,12.5,0.5,6.8,7.6,快晴,雨時々曇一時みぞれ、ひょうを伴う
2013/12/21,6.8,0,7.6,7.6,6.4,晴,晴
2013/12/22,7.6,0,9.1,6.4,7.6,快晴,快晴
2013/12/23,6.4,0,0.8,7.6,6.7,曇後一時晴,曇一時晴
2013/12/24,7.6,0,7.3,6.7,6.3,快晴,晴
2013/12/25,6.7,0,8.9,6.3,7,晴後薄曇,快晴
2013/12/26,6.3,0.5,0.1,7,5.4,雨,曇
2013/12/27,7,1.5,0,5.4,4.9,晴一時曇,曇時々雨
2013/12/28,5.4,0,9,4.9,5.4,快晴,晴
2013/12/29,4.9,0,9,5.4,6.9,快晴,快晴
2013/12/30,5.4,0,8.9,6.9,6.9,快晴,晴後一時薄曇
2013/12/31,6.9,0,9,6.9,6.9,快晴,快晴
